Date,Region,Disease,Temperature_C,Rainfall_mm,Humidity_Percent,Population_Density,Case_Count
2025-07-22,Middle East,Influenza,17.53,147.71,67.75,5000,46
2025-07-23,Oceania,Dengue,22.35,145.56,53.6,50,77
2025-07-24,Asia,COVID-19,15.95,156.83,57.67,150,43
2025-07-25,North America,Measles,19.46,181.16,60.96,5000,55
2025-07-26,Oceania,Measles,17.04,160.76,63.47,50,52
2025-07-27,North America,Dengue,15.88,179.83,47.61,300,68
2025-07-28,Asia,Cholera,25.69,140.85,53.33,500,41
2025-07-29,Oceania,Measles,15.37,150.3,60.48,500,34
2025-07-30,Europe,COVID-19,19.29,191.61,59.61,50,43
2025-07-31,Southeast Asia,Dengue,18.98,180.38,56.88,300,77
2025-08-01,Middle East,Dengue,14.85,134.52,47.06,50,52
2025-08-02,Europe,COVID-19,13.91,106.58,53.3,300,46
2025-08-03,Oceania,Typhoid,18.69,127.07,54.05,5000,38
2025-08-04,Asia,Typhoid,17.67,115.23,52.76,300,31
2025-08-05,Southeast Asia,Dengue,16.36,77.41,52.81,500,60
2025-08-06,Southeast Asia,COVID-19,15.26,118.16,53.88,50,46
2025-08-07,Africa,Influenza,19.92,102.26,55.67,5000,53
2025-08-08,South America,Influenza,15.91,150.16,57.16,5000,59
2025-08-09,Oceania,Dengue,12.91,164.6,51.69,2000,63
2025-08-10,Europe,Cholera,16.56,135.49,57.97,1000,31
2025-08-11,Europe,Malaria,12.98,128.19,52.9,300,69
2025-08-12,Middle East,Typhoid,18.15,114.48,64.44,150,30
2025-08-13,Middle East,Malaria,20.17,135.45,54.68,150,68
2025-08-14,Middle East,Measles,19.99,171.72,56.37,50,36
2025-08-15,Asia,Typhoid,14.62,149.98,56.68,1000,33
2025-08-16,Middle East,Measles,19.54,183.58,47.43,50,30
2025-08-17,Asia,Cholera,15.92,149.23,49.39,300,49
2025-08-18,South America,Dengue,17.61,141.18,44.83,5000,33
2025-08-19,Europe,COVID-19,17.18,76.02,57.07,300,39
2025-08-20,Asia,Typhoid,26.07,209.24,51.1,50,45
2025-08-21,Africa,Typhoid,19.33,191.1,43.82,1000,20
2025-08-22,Oceania,Measles,14.47,157.48,54.49,1000,57
2025-08-23,Middle East,Dengue,12.74,70.52,56.3,300,25
2025-08-24,Oceania,Typhoid,10.28,144.35,55.98,1000,33
2025-08-25,Europe,Tuberculosis,14.97,135.22,50.16,1000,12
2025-08-26,South America,Malaria,14.2,155.64,53.62,300,62
2025-08-27,South America,Cholera,13.35,134.55,41.12,300,33
2025-08-28,South America,Malaria,20.63,95.78,49.08,300,47
2025-08-29,Europe,Measles,20.1,126.55,48.55,500,16
2025-08-30,Europe,Measles,16.65,201.26,53.4,500,41
2025-08-31,Europe,Typhoid,17.31,139.67,47.94,2000,42
2025-09-01,Europe,Malaria,15.68,100.53,45.12,500,60
2025-09-02,Africa,Malaria,16.99,83.41,55.01,150,32
2025-09-03,Oceania,Typhoid,12.65,77.21,41.14,1000,23
2025-09-04,North America,COVID-19,9.51,63.15,40.0,50,44
2025-09-05,Southeast Asia,Malaria,14.55,90.2,44.79,150,25
2025-09-06,Middle East,Typhoid,16.39,83.48,51.58,500,16
2025-09-07,Southeast Asia,Measles,15.54,139.1,52.93,2000,38
2025-09-08,Southeast Asia,Typhoid,15.77,92.78,50.04,150,21
2025-09-09,South America,Influenza,14.51,106.36,45.03,5000,33
2025-09-10,Asia,Tuberculosis,10.83,51.99,43.91,50,22
2025-09-11,Africa,Cholera,12.32,115.41,50.17,1000,11
2025-09-12,Africa,Malaria,16.96,124.32,45.03,5000,57
2025-09-13,Southeast Asia,Typhoid,12.43,102.93,43.68,1000,12
2025-09-14,South America,Dengue,13.85,96.29,48.01,300,26
2025-09-15,Oceania,Influenza,13.8,108.08,49.78,5000,50
2025-09-16,Southeast Asia,Cholera,12.99,135.15,44.12,500,37
2025-09-17,South America,Cholera,18.55,114.43,48.99,300,23
2025-09-18,North America,Typhoid,18.11,57.31,45.15,300,14
2025-09-19,Oceania,Dengue,18.71,111.39,45.16,500,42
2025-09-20,South America,Cholera,13.16,78.71,54.89,150,12
2025-09-21,Oceania,Measles,19.83,124.85,55.45,150,34
2025-09-22,Europe,Cholera,14.55,57.01,47.38,5000,21
2025-09-23,Asia,Influenza,18.89,66.79,48.17,1000,39
2025-09-24,Oceania,Tuberculosis,10.81,117.74,46.38,1000,19
2025-09-25,Europe,COVID-19,13.64,76.32,49.96,2000,42
2025-09-26,Africa,Tuberculosis,13.88,78.15,51.6,1000,31
2025-09-27,Africa,Dengue,15.42,129.88,43.05,150,54
2025-09-28,Middle East,Influenza,11.71,55.69,46.3,300,60
2025-09-29,Europe,Malaria,17.85,107.29,42.34,150,43
2025-09-30,Europe,COVID-19,15.91,105.27,40.78,5000,34
2025-10-01,Asia,Measles,16.15,76.09,41.03,500,40
2025-10-02,Europe,Tuberculosis,16.77,85.49,55.47,2000,25
2025-10-03,Middle East,Measles,13.94,2.76,50.04,500,56
2025-10-04,South America,Dengue,20.52,81.32,54.16,500,42
2025-10-05,Africa,COVID-19,14.67,56.1,60.35,500,30
2025-10-06,Southeast Asia,COVID-19,21.18,50.34,58.64,1000,23
2025-10-07,North America,Dengue,18.1,37.9,44.93,2000,26
2025-10-08,Southeast Asia,COVID-19,19.37,34.65,44.51,5000,44
2025-10-09,South America,Measles,16.08,76.45,56.76,150,41
2025-10-10,Middle East,Cholera,21.91,66.73,50.28,500,9
2025-10-11,Africa,COVID-19,15.55,49.91,56.81,5000,53
2025-10-12,Africa,COVID-19,12.8,65.17,55.37,1000,65
2025-10-13,Europe,Typhoid,19.0,82.83,52.31,5000,26
2025-10-14,Oceania,Influenza,20.09,20.02,50.26,50,30
2025-10-15,South America,Typhoid,17.48,96.91,49.02,50,6
2025-10-16,South America,Malaria,15.1,87.4,54.7,500,44
2025-10-17,Southeast Asia,Influenza,15.5,21.63,54.59,500,32
2025-10-18,Asia,Malaria,22.89,77.12,49.11,2000,30
2025-10-19,Africa,Malaria,16.06,52.81,57.59,5000,30
2025-10-20,Africa,Dengue,14.14,116.71,52.26,2000,58
2025-10-21,Oceania,Tuberculosis,14.52,70.89,53.57,50,9
2025-10-22,Oceania,Malaria,22.39,98.72,50.02,50,29
2025-10-23,Middle East,Tuberculosis,17.38,62.6,53.79,2000,22
2025-10-24,Asia,Measles,17.86,103.42,54.85,2000,29
2025-10-25,South America,Dengue,20.43,109.22,67.77,50,31
2025-10-26,Asia,Typhoid,17.07,0.0,54.78,50,4
2025-10-27,Europe,Cholera,22.11,36.76,43.56,1000,11
2025-10-28,Southeast Asia,Influenza,10.41,82.53,41.68,50,45
2025-10-29,Oceania,Dengue,10.11,50.39,60.23,5000,30
2025-10-30,Middle East,Malaria,13.75,59.06,52.1,500,34
2025-10-31,South America,Cholera,12.24,77.78,40.0,500,16
2025-11-01,South America,Dengue,18.54,49.72,57.61,50,16
2025-11-02,Oceania,COVID-19,17.05,36.68,57.1,300,34
2025-11-03,Europe,Measles,18.56,51.6,54.91,5000,44
2025-11-04,Europe,Malaria,26.51,0.0,48.24,50,18
2025-11-05,North America,Malaria,17.96,21.17,53.59,500,18
2025-11-06,Oceania,Cholera,24.8,54.78,61.81,2000,9
2025-11-07,Europe,Measles,16.55,0.0,53.45,1000,54
2025-11-08,Southeast Asia,Cholera,21.55,24.07,57.39,50,7
2025-11-09,South America,Malaria,20.61,53.69,49.42,5000,32
2025-11-10,South America,Measles,22.8,18.26,61.0,300,71
2025-11-11,Middle East,COVID-19,19.69,42.52,53.81,5000,47
2025-11-12,Europe,Cholera,21.38,36.56,52.4,300,13
2025-11-13,South America,Cholera,24.39,44.18,62.31,1000,13
2025-11-14,Africa,Influenza,22.25,39.1,52.75,5000,48
2025-11-15,Africa,Cholera,17.02,11.73,58.45,1000,8
2025-11-16,Asia,Measles,16.43,62.34,60.36,300,33
2025-11-17,North America,Cholera,15.39,26.37,55.27,500,10
2025-11-18,Middle East,Dengue,18.91,0.0,55.56,150,12
2025-11-19,Southeast Asia,Dengue,21.9,9.77,65.89,1000,7
2025-11-20,North America,COVID-19,23.93,23.99,61.8,300,39
2025-11-21,Europe,Measles,23.42,19.1,52.01,5000,61
2025-11-22,Middle East,COVID-19,19.66,37.36,63.67,1000,28
2025-11-23,Europe,Typhoid,21.79,13.02,56.84,5000,10
2025-11-24,South America,Influenza,15.5,7.35,64.26,1000,54
2025-11-25,South America,Influenza,19.81,38.01,56.03,300,56
2025-11-26,Asia,Influenza,19.4,37.67,63.23,50,30
2025-11-27,Middle East,Tuberculosis,24.68,0.0,65.65,2000,19
2025-11-28,Middle East,Measles,19.27,0.0,55.23,2000,29
2025-11-29,Middle East,Dengue,18.18,26.6,62.29,2000,22
2025-11-30,Europe,Tuberculosis,20.92,0.0,53.1,50,34
2025-12-01,Africa,Dengue,22.79,69.69,63.78,1000,35
2025-12-02,Asia,Malaria,28.21,58.16,64.45,1000,29
2025-12-03,Oceania,Measles,24.83,30.14,69.46,1000,38
2025-12-04,South America,Tuberculosis,26.86,69.15,66.91,2000,24
2025-12-05,Middle East,Cholera,20.44,0.0,66.94,50,4
2025-12-06,Asia,Dengue,23.46,27.31,64.7,500,30
2025-12-07,South America,Typhoid,25.26,0.0,69.95,1000,5
2025-12-08,North America,Tuberculosis,26.58,5.68,61.75,2000,23
2025-12-09,Europe,Dengue,25.04,34.39,63.66,50,11
2025-12-10,Europe,Influenza,23.7,43.81,63.51,150,35
2025-12-11,Southeast Asia,COVID-19,27.96,0.0,57.29,1000,35
2025-12-12,Africa,Malaria,23.55,0.0,64.12,300,16
2025-12-13,Europe,Tuberculosis,24.97,29.21,74.07,2000,20
2025-12-14,South America,Influenza,25.84,4.72,60.77,300,30
2025-12-15,Middle East,Tuberculosis,23.56,30.78,76.75,1000,17
2025-12-16,South America,Tuberculosis,23.75,18.11,66.98,2000,24
2025-12-17,South America,Typhoid,28.85,0.0,53.07,500,4
2025-12-18,Oceania,Influenza,28.29,0.0,49.96,500,42
2025-12-19,Europe,COVID-19,25.73,0.0,60.07,150,26
2025-12-20,Africa,Dengue,25.33,1.21,67.47,1000,2
2025-12-21,South America,Cholera,22.43,0.0,63.72,2000,5
2025-12-22,North America,Influenza,27.39,0.0,65.23,5000,48
2025-12-23,North America,Cholera,30.57,5.55,66.62,50,2
2025-12-24,Southeast Asia,COVID-19,17.82,45.34,64.97,500,56
2025-12-25,Europe,Malaria,20.88,35.6,74.34,5000,27
2025-12-26,North America,Measles,25.83,20.26,57.15,150,52
2025-12-27,Oceania,Cholera,23.17,35.13,57.18,500,7
2025-12-28,Oceania,Tuberculosis,29.31,9.58,72.27,5000,22
2025-12-29,South America,COVID-19,19.47,46.76,62.05,50,48
2025-12-30,North America,Malaria,25.08,0.0,65.82,150,24
2025-12-31,North America,Measles,26.48,18.27,70.38,50,39
2026-01-01,Southeast Asia,Tuberculosis,30.63,0.0,73.67,5000,30
2026-01-02,Africa,COVID-19,27.49,73.45,72.04,50,26
2026-01-03,Southeast Asia,Influenza,32.99,22.11,76.3,300,30
2026-01-04,Asia,Tuberculosis,29.82,45.52,73.95,1000,9
2026-01-05,Africa,Cholera,26.64,58.6,71.84,500,14
2026-01-06,Oceania,Typhoid,25.92,0.0,62.39,5000,7
2026-01-07,Asia,Cholera,28.2,1.72,72.16,150,6
2026-01-08,North America,Measles,36.28,0.0,78.3,50,41
2026-01-09,Asia,COVID-19,27.66,36.82,70.21,2000,40
2026-01-10,North America,COVID-19,34.53,48.89,75.04,50,28
2026-01-11,Middle East,Tuberculosis,25.55,24.46,78.53,50,12
2026-01-12,Asia,Cholera,26.83,34.51,67.58,500,9
2026-01-13,Southeast Asia,Influenza,28.73,0.0,67.63,150,43
2026-01-14,Africa,Dengue,26.08,0.0,69.35,50,18
2026-01-15,Asia,Measles,29.41,16.78,72.72,2000,17
2026-01-16,Oceania,Typhoid,31.48,42.22,70.45,2000,18
2026-01-17,South America,Dengue,26.62,64.56,73.27,1000,31
2026-01-18,Europe,Measles,29.94,27.5,78.6,50,23
2026-01-19,North America,Measles,27.71,61.81,69.52,2000,48
2026-01-20,Europe,Cholera,35.1,18.66,75.91,300,5
2026-01-21,Africa,COVID-19,32.26,36.7,74.87,5000,31
2026-01-22,Middle East,COVID-19,25.02,45.82,62.18,300,34
2026-01-23,Southeast Asia,Tuberculosis,32.82,36.47,82.24,150,30
2026-01-24,South America,Cholera,28.04,31.54,72.26,150,5
2026-01-25,South America,Malaria,27.18,13.9,62.32,50,19
2026-01-26,Europe,Typhoid,29.25,0.0,74.52,500,6
2026-01-27,Oceania,Measles,30.68,21.0,75.46,50,41
2026-01-28,Oceania,Cholera,30.92,5.98,73.88,500,8
2026-01-29,Africa,Typhoid,28.21,93.66,69.87,300,24
2026-01-30,South America,Dengue,27.98,37.42,63.79,150,22
2026-01-31,Africa,Influenza,26.72,34.78,77.47,150,43
2026-02-01,Oceania,Malaria,26.55,121.26,79.47,50,39
2026-02-02,Asia,COVID-19,34.13,65.29,74.66,500,35
2026-02-03,North America,Tuberculosis,31.84,47.87,74.56,300,13
2026-02-04,Europe,Influenza,34.1,77.56,80.56,500,41
2026-02-05,Southeast Asia,Cholera,34.63,44.02,82.19,50,8
2026-02-06,Southeast Asia,Dengue,30.96,31.07,83.39,5000,32
2026-02-07,Europe,Dengue,35.12,92.16,73.59,50,49
2026-02-08,North America,Cholera,33.28,85.41,77.41,150,19
2026-02-09,Asia,Measles,35.28,86.29,74.65,300,32
2026-02-10,South America,Tuberculosis,30.48,0.0,78.99,5000,27
2026-02-11,South America,Influenza,34.45,1.51,76.24,50,10
2026-02-12,Asia,Typhoid,37.77,27.42,84.27,5000,16
2026-02-13,Europe,Dengue,30.96,26.02,79.74,5000,17
2026-02-14,Oceania,Dengue,33.97,45.52,69.08,50,10
2026-02-15,Southeast Asia,Influenza,34.34,43.15,75.22,150,39
2026-02-16,Middle East,Measles,37.18,51.82,76.29,500,36
2026-02-17,North America,Measles,29.59,66.69,80.75,2000,44
2026-02-18,Middle East,Malaria,27.85,37.16,73.6,300,27
2026-02-19,Asia,Malaria,35.1,104.9,75.52,300,41
2026-02-20,Africa,Typhoid,37.11,68.9,84.33,150,20
2026-02-21,North America,Cholera,30.19,20.01,70.23,2000,11
2026-02-22,Africa,Typhoid,37.23,115.48,82.21,500,38
2026-02-23,Southeast Asia,Influenza,31.92,25.31,82.24,50,38
2026-02-24,Africa,Measles,33.98,71.62,79.61,150,45
2026-02-25,Middle East,Cholera,37.55,76.33,82.22,2000,24
2026-02-26,Asia,Influenza,32.28,82.7,71.02,500,45
2026-02-27,Oceania,Typhoid,30.08,68.57,73.76,1000,22
2026-02-28,Southeast Asia,COVID-19,33.56,12.16,80.09,1000,28
2026-03-01,Oceania,Measles,37.64,100.04,81.98,300,22
2026-03-02,Europe,Influenza,33.23,86.24,84.28,300,50
2026-03-03,Asia,Influenza,32.58,132.31,69.15,5000,24
2026-03-04,Africa,Influenza,32.12,59.42,72.08,5000,43
2026-03-05,Southeast Asia,COVID-19,34.36,111.38,83.45,5000,40
2026-03-06,Asia,Malaria,36.97,97.91,74.07,50,61
2026-03-07,Asia,Cholera,33.23,71.93,79.11,300,14
2026-03-08,North America,Cholera,33.75,110.32,81.74,1000,20
2026-03-09,Middle East,COVID-19,33.54,132.23,82.48,5000,62
2026-03-10,Europe,Malaria,38.54,134.33,73.06,150,71
2026-03-11,Oceania,COVID-19,34.84,83.47,80.84,1000,43
2026-03-12,North America,COVID-19,36.5,73.65,83.71,1000,26
2026-03-13,Europe,Cholera,35.65,90.9,78.91,5000,31
2026-03-14,Southeast Asia,Tuberculosis,31.88,158.36,70.89,150,19
2026-03-15,Southeast Asia,Influenza,36.11,117.53,79.5,50,31
2026-03-16,North America,Cholera,36.23,93.07,86.97,1000,30
2026-03-17,Asia,Influenza,37.62,71.02,79.6,1000,29
2026-03-18,Southeast Asia,Influenza,31.98,110.8,77.31,300,41
2026-03-19,Asia,Malaria,31.79,151.57,75.52,300,65
2026-03-20,Europe,COVID-19,37.38,82.88,84.26,50,19
2026-03-21,North America,Malaria,39.36,100.42,77.02,1000,43
2026-03-22,Europe,Dengue,37.43,82.47,76.25,5000,39
2026-03-23,Oceania,Dengue,31.47,154.62,77.17,300,78
2026-03-24,Middle East,Dengue,35.63,70.46,79.97,300,47
2026-03-25,Africa,COVID-19,34.44,135.79,85.11,150,42
2026-03-26,Europe,Measles,33.62,67.6,76.93,5000,40
2026-03-27,Southeast Asia,COVID-19,36.64,34.85,79.96,150,33
2026-03-28,Oceania,Cholera,34.17,138.74,82.11,2000,47
2026-03-29,Europe,Measles,34.35,128.12,88.18,300,46
2026-03-30,Africa,Malaria,31.72,92.39,78.27,150,50
2026-03-31,North America,Measles,37.06,74.83,80.34,5000,14
2026-04-01,North America,Malaria,37.99,124.63,78.27,1000,49
2026-04-02,Oceania,Cholera,37.1,54.87,77.91,2000,16
2026-04-03,South America,Typhoid,32.3,191.79,73.55,150,53
2026-04-04,Oceania,Dengue,34.73,177.85,74.65,150,54
2026-04-05,Oceania,COVID-19,36.95,152.76,70.27,150,26
2026-04-06,South America,COVID-19,34.82,165.13,74.59,500,4
2026-04-07,North America,Tuberculosis,35.23,103.39,67.9,150,3
2026-04-08,Asia,Dengue,36.1,143.86,76.86,300,85
2026-04-09,Africa,Dengue,35.57,188.49,71.03,2000,72
2026-04-10,North America,Influenza,28.81,133.12,76.75,500,42
2026-04-11,Southeast Asia,Measles,33.8,158.7,81.51,150,54
2026-04-12,Middle East,Typhoid,32.71,111.77,79.22,500,20
2026-04-13,Oceania,Measles,38.11,131.5,75.16,50,26
2026-04-14,Southeast Asia,Cholera,35.82,135.27,74.78,150,48
2026-04-15,Southeast Asia,Dengue,31.09,141.07,81.25,5000,29
2026-04-16,North America,Tuberculosis,35.1,108.35,82.1,50,16
2026-04-17,Oceania,Tuberculosis,35.74,173.17,82.3,50,25
2026-04-18,South America,COVID-19,32.97,122.71,85.35,150,26
2026-04-19,Middle East,Malaria,30.55,159.96,74.01,2000,45
2026-04-20,South America,Dengue,29.33,125.51,77.58,300,57
2026-04-21,Southeast Asia,Influenza,36.51,155.81,77.04,500,30
2026-04-22,Europe,Measles,35.19,178.18,78.62,150,27
2026-04-23,North America,Dengue,30.68,96.64,81.32,300,52
2026-04-24,Asia,Cholera,35.39,136.14,85.03,500,27
2026-04-25,Africa,Tuberculosis,36.53,138.84,74.95,300,27
2026-04-26,Asia,Dengue,34.89,150.71,78.4,50,61
2026-04-27,Middle East,Typhoid,40.83,175.53,81.6,150,41
2026-04-28,North America,COVID-19,36.68,155.54,78.12,50,28
2026-04-29,Middle East,Dengue,33.42,44.89,79.04,300,25
2026-04-30,Southeast Asia,Cholera,38.44,140.58,72.05,50,32
2026-05-01,North America,Cholera,26.86,183.48,73.95,150,53
2026-05-02,Africa,Dengue,27.63,170.3,65.67,500,80
2026-05-03,South America,Tuberculosis,31.56,184.16,72.51,5000,26
2026-05-04,Middle East,Typhoid,34.81,160.73,73.19,500,25
2026-05-05,Africa,Dengue,27.4,172.22,78.02,2000,61
2026-05-06,Middle East,Malaria,29.29,157.08,69.83,300,68
2026-05-07,Middle East,COVID-19,25.51,207.71,69.17,150,45
2026-05-08,Southeast Asia,Influenza,26.19,189.35,75.86,300,41
2026-05-09,Southeast Asia,Typhoid,27.02,176.77,66.58,300,37
2026-05-10,Asia,Tuberculosis,33.09,193.18,72.58,1000,16
2026-05-11,North America,Malaria,31.94,169.86,60.9,5000,83
2026-05-12,South America,Dengue,29.93,205.36,67.02,2000,3
2026-05-13,Oceania,Measles,30.84,178.03,64.05,5000,27
2026-05-14,Asia,Influenza,38.27,160.11,76.15,5000,28
2026-05-15,Middle East,Measles,23.73,164.17,71.17,1000,34
2026-05-16,Southeast Asia,Cholera,29.66,177.21,71.75,500,25
2026-05-17,Africa,Dengue,31.46,110.8,62.25,500,60
2026-05-18,North America,Malaria,31.52,167.56,65.52,50,52
2026-05-19,Southeast Asia,Malaria,29.21,121.41,68.8,150,62
2026-05-20,Asia,Cholera,34.28,156.7,76.28,150,15
2026-05-21,North America,Measles,31.98,145.16,74.04,50,31
2026-05-22,Middle East,Cholera,33.96,143.05,75.64,5000,33
2026-05-23,Europe,Tuberculosis,29.53,163.77,68.27,300,22
2026-05-24,South America,Dengue,29.81,176.52,72.92,500,85
2026-05-25,Middle East,COVID-19,32.77,137.76,76.84,5000,24
2026-05-26,Africa,Typhoid,31.76,187.87,62.94,5000,46
2026-05-27,North America,Measles,28.59,146.52,79.25,50,28
2026-05-28,Middle East,Malaria,27.58,171.55,75.93,150,64
2026-05-29,South America,Dengue,33.5,185.21,61.61,1000,60
2026-05-30,South America,Tuberculosis,28.31,183.66,59.38,5000,40
2026-05-31,Oceania,Measles,31.59,173.75,78.41,300,58
2026-06-01,Middle East,Typhoid,27.61,208.46,65.65,1000,45
2026-06-02,Southeast Asia,Influenza,23.57,155.22,61.56,150,22
2026-06-03,Africa,Measles,24.77,129.46,65.95,150,37
2026-06-04,Middle East,Influenza,25.44,164.34,80.38,500,53
2026-06-05,Oceania,Cholera,21.27,186.99,61.96,50,29
2026-06-06,Southeast Asia,Tuberculosis,20.98,192.97,61.59,300,28
2026-06-07,North America,COVID-19,27.98,221.22,60.74,5000,46
2026-06-08,Africa,Tuberculosis,26.9,165.77,61.14,300,33
2026-06-09,Southeast Asia,Dengue,25.68,199.08,60.89,5000,47
2026-06-10,Asia,Malaria,23.29,176.28,59.68,300,67
2026-06-11,Southeast Asia,COVID-19,19.93,146.4,68.35,300,47
2026-06-12,Middle East,Dengue,23.82,149.47,59.86,150,52
2026-06-13,Southeast Asia,Cholera,26.93,207.85,62.52,5000,32
2026-06-14,Middle East,Typhoid,25.8,155.29,62.41,5000,53
2026-06-15,Oceania,Influenza,27.48,184.74,58.64,1000,39
2026-06-16,Europe,Dengue,28.19,168.73,71.76,300,91
2026-06-17,Middle East,Malaria,29.99,189.16,67.94,5000,103
2026-06-18,North America,Malaria,26.34,164.96,62.76,150,69
2026-06-19,Asia,Influenza,21.13,175.7,70.48,150,13
2026-06-20,North America,Typhoid,29.6,213.67,62.7,50,55
2026-06-21,Oceania,Cholera,25.01,216.9,69.91,300,28
2026-06-22,Oceania,Typhoid,26.76,173.83,65.41,1000,31
2026-06-23,Middle East,Dengue,30.24,211.2,61.3,2000,47
2026-06-24,North America,Cholera,23.84,193.04,66.2,300,60
2026-06-25,Southeast Asia,Typhoid,27.37,209.09,66.63,150,27
2026-06-26,Southeast Asia,COVID-19,24.41,211.8,64.74,300,43
2026-06-27,Europe,Tuberculosis,24.04,149.11,64.38,2000,24
2026-06-28,South America,Tuberculosis,23.03,172.93,60.3,50,29
2026-06-29,Middle East,Influenza,24.12,223.58,72.64,150,37
2026-06-30,Asia,Cholera,21.97,117.42,57.64,2000,17
2026-07-01,Asia,Cholera,24.14,172.76,59.45,300,13
2026-07-02,Middle East,Influenza,16.41,195.89,58.93,5000,44
2026-07-03,North America,Typhoid,21.69,218.36,56.39,150,49
2026-07-04,Europe,Influenza,20.58,241.05,47.0,150,48
2026-07-05,Africa,Tuberculosis,19.66,186.29,54.21,2000,21
2026-07-06,Africa,Measles,22.13,262.67,61.54,500,29
2026-07-07,Oceania,Typhoid,18.73,155.68,48.52,300,32
2026-07-08,Asia,Typhoid,22.2,131.06,62.74,300,35
2026-07-09,Middle East,Dengue,17.8,165.04,65.49,50,76
2026-07-10,Oceania,Tuberculosis,20.03,162.15,57.88,300,18
2026-07-11,South America,Typhoid,13.69,230.55,58.28,50,57
2026-07-12,Oceania,Tuberculosis,19.83,147.23,56.57,2000,11
2026-07-13,Oceania,Tuberculosis,26.83,132.25,52.34,300,19
2026-07-14,Africa,Cholera,23.86,169.72,51.32,150,53
2026-07-15,Asia,Influenza,22.19,185.44,61.08,5000,75
2026-07-16,Middle East,COVID-19,26.56,148.68,65.62,2000,43
2026-07-17,Europe,Influenza,21.5,118.51,56.65,2000,31
2026-07-18,Southeast Asia,Tuberculosis,22.48,201.41,47.13,300,22
2026-07-19,Middle East,Measles,23.37,163.68,61.15,500,42
2026-07-20,North America,Cholera,21.02,161.14,51.42,300,24
2026-07-21,Asia,Typhoid,22.13,169.87,56.81,2000,34
2026-07-22,Oceania,Tuberculosis,19.08,200.69,55.82,5000,13
2026-07-23,Europe,Malaria,22.23,163.14,57.66,300,93
2026-07-24,South America,Typhoid,19.94,177.96,51.61,150,37
2026-07-25,Africa,Malaria,21.83,122.62,58.5,2000,52
2026-07-26,Oceania,Dengue,20.12,200.4,59.17,150,107
2026-07-27,Oceania,Cholera,17.02,173.36,57.92,2000,27
2026-07-28,Africa,Measles,22.87,239.02,57.41,5000,50
2026-07-29,Oceania,COVID-19,20.25,147.87,48.4,300,31
2026-07-30,Africa,Typhoid,15.82,220.41,56.92,5000,46
2026-07-31,South America,Typhoid,22.67,135.63,53.67,50,32
2026-08-01,South America,Typhoid,19.43,155.05,53.25,150,36
2026-08-02,South America,Measles,17.54,146.05,46.86,1000,42
2026-08-03,Africa,Measles,13.12,142.43,49.61,50,76
2026-08-04,Europe,Malaria,16.22,97.87,51.34,150,49
2026-08-05,Oceania,Measles,21.36,122.32,44.1,1000,50
2026-08-06,Southeast Asia,Malaria,12.2,126.92,50.72,300,49
2026-08-07,Europe,Dengue,18.41,119.49,50.64,500,49
2026-08-08,Oceania,Malaria,16.79,142.93,54.19,300,70
2026-08-09,North America,Influenza,17.52,153.61,44.1,500,42
2026-08-10,Africa,Cholera,17.78,161.87,48.55,5000,31
2026-08-11,Europe,Malaria,14.62,156.09,57.18,500,52
2026-08-12,South America,Malaria,19.06,143.7,51.39,1000,53
2026-08-13,Middle East,Measles,18.58,149.77,63.39,500,30
2026-08-14,Middle East,Typhoid,17.89,124.12,47.66,500,29
2026-08-15,North America,Influenza,16.75,227.55,51.09,1000,28
2026-08-16,Asia,COVID-19,17.16,77.76,51.55,50,41
2026-08-17,Oceania,Cholera,18.72,169.21,49.49,50,37
2026-08-18,North America,Cholera,14.04,106.16,53.56,150,16
2026-08-19,Oceania,Tuberculosis,15.1,110.14,54.76,150,33
2026-08-20,South America,Measles,12.43,84.41,51.39,1000,44
2026-08-21,Africa,Malaria,17.0,126.61,51.01,50,57
2026-08-22,North America,Tuberculosis,19.46,81.35,50.16,300,23
2026-08-23,Southeast Asia,COVID-19,13.59,191.94,48.83,500,43
2026-08-24,Europe,COVID-19,18.01,122.26,42.78,500,36
2026-08-25,Oceania,Cholera,19.43,129.89,47.78,150,39
2026-08-26,Middle East,Influenza,15.35,124.7,52.76,150,52
2026-08-27,Asia,Malaria,23.48,164.82,57.81,150,54
2026-08-28,North America,Malaria,13.26,141.87,52.55,50,37
2026-08-29,Oceania,Influenza,15.81,151.98,53.81,500,49
2026-08-30,Africa,Influenza,17.21,124.79,49.44,1000,27
2026-08-31,North America,Dengue,21.69,140.4,50.89,2000,40
2026-09-01,North America,Influenza,23.81,67.8,47.86,2000,45
2026-09-02,South America,Measles,16.8,128.74,59.04,500,48
2026-09-03,Middle East,Dengue,11.83,92.29,51.54,1000,64
2026-09-04,Africa,Typhoid,10.81,136.08,50.9,2000,41
2026-09-05,Europe,Cholera,14.69,74.73,53.75,2000,25
2026-09-06,North America,Tuberculosis,17.92,99.6,47.0,500,11
2026-09-07,South America,Tuberculosis,17.46,112.72,45.17,1000,18
2026-09-08,Europe,Measles,13.6,55.51,45.91,5000,31
2026-09-09,South America,Dengue,13.76,77.84,41.86,300,58
2026-09-10,South America,Dengue,18.76,76.63,51.36,500,41
2026-09-11,Asia,Cholera,18.57,75.44,55.46,5000,18
2026-09-12,Africa,Cholera,10.99,121.72,56.45,300,52
2026-09-13,Middle East,Tuberculosis,11.4,120.97,47.95,150,26
